katakana	english
インタープリター	interpreter
ウインドブレーカー	windbreaker
ウェスティン	Westin
ウェブスター	Webster
ウント	und
エグジット	exit
エスコフィエ	Escoffier
オマハ	Omaha
オリビア	Olivia
オーガンジー	organdy
オートポイエーシス	autopoiesis
オーブ	orb
オーブリー	Aubrey
カチューシャ	Katyusha
カテコールアミン	Catecholamine
カンプ	Kampf
ガトリング	Gatling
ガボン	Gabon
キャンギャル	campaign girl
キャンサー	cancer
キーナン	Keenan
キーレス	keyless
ギャバン	Gabin
ギラン	Guillain
クリンチ	clinch
クレセント	crescent
クロップド	cropped
クンデラ	Kundera
グラミー	Grammy
グランビル	Granville
グリーフ	grief
ケール	kale
ゲッター	getter
ゲッツー	get two
コスタ	Kosta
コズロフ	Kozlov
コッカー	cocker
コネクティング	connecting
コピーライト	copyright
コプラ	copra
コリドー	corridor
ゴグ	Gog
ゴッフマン	Goffman
ゴナドトロピン	gonadotropin
サウンダーズ	Sounders
サッカリン	saccharin
サンタフェ	Santa Fe
シェーマ	Schema
シャクルトン	Shackleton
シュムグラー	Schmuggler
シンシナティ	Cincinnati
ジェンマ	Gemma
ジハード	jihad
ジビエ	gibier
ジャズマン	jazzman
ジョリーン	Jolene
スコルツェニー	Skorzeny
スチュワード	steward
ストウ	Stowe
スプラッター	splatter
スム	sum
セイム	same
セナート	senate
セルバンテス	Cervantes
センチメンタリズム	sentimentalism
ソリティア	solitaire
ソーホー	SoHo
タブロー	tableau
ダウエス	Douwes
ダブ	daub
ダーラー	Dara
チラコイド	thylakoid
テレマーク	Telemark
ディプロマ	diploma
デコーダー	decoder
デュバル	Duval
デリカテッセン	Delikatessen
デント	dent
トゥルカナ	Turkana
トムキャット	tomcat
トランスポンダー	transponder
トル	torr
ドゥーガン	Dugan
ドゥーワップ	doo
ナボコフ	Nabokov
ヌンチオ	Nunzio
ノーチラス	Nautilus
ハマーン	Haman
ハルシオン	Halcion
ハーツフェルド	Hertzfeld
ハーバーマス	Habermas
バイナル	Vinyl
バガボンド	vagabond
バプテスマ	baptisma
バルバドス	Barbados
バレンシアガ	Balenciaga
バンタム	bantam
バーマン	Birman
パイパー	Piper
パッセージ	passage
パルサー	pulsar
パルテノン	Parthenon
ビジット	visit
ビネ	Binet
ビバーク	bivouac
ビレット	billet
ピチカート	pizzicato
ピンサロ	pink salon
ファイザー	Pfizer
ファタール	fatale
フィア	fear
フェッレリ	Ferreri
フォンタナ	Fontana
フォーカル	focal
フランダース	Flanders
ブギー	boogie
ブリン	Brin
ブレティン	bulletin
ブロス	bros
ブローカ	Broca
ブーブ	veuve
プライズ	prize
プリンシプル	principle
ヘイズ	haze
ヘッセン	Hessen
ベイン	Bain
ベツレヘム	Bethlehem
ベナレス	Benares
ベート	bete
ペルーズ	Perouse
ペンタゾシン	pentazocine
ページェント	pageant
ボツワナ	Botswana
ポンポン	pompon
ポーション	portion
マゾヒズム	Masochism
マルシェ	marche
マルティーヌ	Martine
マレ	Male
マンダレー	Mandalay
マーリー	Marley
ミオシン	myosin
ミストラル	mistral
ムガル	Mughal
ムスク	musk
メッケル	Meckel
メロス	melos
モウリーニョ	Mourinho
モジラ	Mozilla
モビリティー	mobility
モンツァ	Monza
モーダル	modal
ラップトップ	laptop
ラビング	loving
ランベール	Lambert
リセッション	recession
リヒテンシュタイン	Liechtenstein
リボソーム	ribosome
ルミナス	luminous
レストン	Reston
レーブ	reve
ロジカル	logical
ロードス	Rhodos
ワルファリン	warfarin
ワンダーランド	wonderland
アザレア	azalea
アデノウイルス	adenovirus
アパラチア	Appalachia
アムネスティー	amnesty
アリュート	Aleut
アルチュール	Arthur
アルヘンタ	Argenta
アンパイア	umpire
イノセント	innocent
イミュニティ	Immunity
イルミナティ	illuminati
インクルーシブ	inclusive
インターセプト	intercept
インポテンツ	Impotenz
ウェルニッケ	Wernicke
ウォルシュ	Walsh
エターナル	eternal
エナン	Henin
エネミー	enemy
エピネフリン	epinephrine
エフィンガム	Effingham
エミッター	emitter
エリントン	Ellington
オイゲン	Eugen
オーファン	orphan
カダフィー	Qadhafi
カリーノ	carino
カンダウレス	Kandaules
ガガーリン	Gagarin
キャピトル	Capitol
キルシュ	kirsch
ギャラン	galant
クマリン	coumarin
クラランス	Clarins
クレージュ	Courreges
クロシャール	clochard
グリコシド	glycoside
グレゴリオス	Gregorios
グレーハウンド	grayhound
グロッキー	groggy
ケーパビリティー	capability
ゲートル	guetre
コンフェデ	confederation
サキソホン	saxophone
ザンジバル	Zanzibar
シェービング	shaving
シケイン	chicane
シスト	cyst
シダックス	SHiDAX
シベリウス	Sibelius
シャンク	shank
シャンティー	Chantilly
シャール	Char
シンセ	synthesizer
シンパシー	sympathy
シーガー	Seeger
シーメンス	Siemens
ジゴキシン	digoxin
ジャーヌ	Jane
スカリー	Sculley
スキミング	skimming
スタティック	static
スプートニク	sputnik
スペリング	spelling
スラウェシ	Sulawesi
スローイング	throwing
セニョリータ	senorita
センチネル	sentinel
セービング	saving
セーリング	sailing
ゼファー	zephyr
ソフィスト	sophist
ソーヤー	Sawyer
タオス	Taos
タマリン	tamarin
タリオ	talio
チェンバレン	Chamberlain
チョボ	jo bo
チルド	chilled
ツアコン	tour conductor
ツアラー	tourer
ツェルト	Zelt
ツタンカーメン	Tutankhamen
テルペン	terpene
テーパー	taper
ディアギレフ	Diagilev
ディセンバー	december
デコラ	decola
デコード	decode
デビッドソン	Davidson
デフォ	default
デミウルゴス	Demiourgos
トカチェンコ	Tkachenko
トローチ	troche
ドラング	drang
ドレッシー	dressy
ナク	Nak
ハイデルベルク	Heidelberg
ハシシュ	hashish
バウ	bow
バトシェバ	Bathsheba
バンナ	Banner
バーガンディー	burgundy
バーニング	burning
バーニーズ	Barneys
パッセ	passe
パンタ	pantograph
パーシュース	Perseus
ピグミー	pygmy
ピジン	pidgin
ピッコロ	piccolo
ピナフォア	pinafore
ピューリツァー	Pulitzer
ピンナップ	pinup
ピーターソン	Peterson
フェライト	ferrite
フォッサ	Fossa
フラッシュバック	flashback
ブギス	Bugis
ブライン	brine
ブルトン	Breton
ブレヒト	Brecht
ブロークン	broken
ヘイスティングズ	Hastings
ベネディクトゥス	Benedictus
ベルヌ	Verne
ベルヌーイ	Bernoulli
ホイッパー	whipper
ホイヘンス	Huygens
ホワッツ	what's
ボゴタ	Bogota
ボルカノ	Borkano
ボンゴ	bongo
ポジトロン	positron
ポトス	pothos
マスカルポーネ	mascarpone
マニュファクチャー	manufacture
マネ	Manet
ミスリード	mislead
ミダゾラム	midazolam
メイヨー	Mayo
ユカタン	Yucatan
ヨハンナ	Johanna
ラザール	Lazare
ランクル	Landcruiser
リサイクリング	recycling
リビドー	libido
リボゾーム	ribosome
ルドン	Redon
レイモン	Raymon
レニン	renin
ワーテルロー	Waterloo
アウル	owl
アダプティブ	adaptive
アドウェア	adware
アヌラーダプラ	Anuradhapura
アビスパ	avispa
アフラトキシン	aflatoxin
アルゴス	Argos
アルフ	Alf
アンシャン	ancien
アンテプリマ	anteprima
イディオム	idiom
イブラヒム	Ibrahim
インクルード	include
ウエペケレ	uepeker
ウォルフ	Wolf
ウランバートル	Ulanbator
エゴイスティック	egoistic
エティエンヌ	Estienne
エルズミア	Ellesmere
エンザイム	enzyme
エンヤ	Enya
オナシス	Onassis
オプティカル	optical
オペレーショナル	operational
オルト	alternative
オーケストレーション	orchestration
オーネット	Ornette
カトラリー	cutlery
カブリ	cabri
カルガリー	Calgary
カンツォーネ	canzone
カーミル	Kamil
ガンダルフ	Gandalf
キャセロール	casserole
キャッサバ	cassava
クナ	Kna
クライバー	Kleiber
クリムト	Klimt
クレマン	Clement
クロッシング	crossing
グリシン	glycine
グループウェア	groupware
グレートジール	Greetsiel
グロッグ	grog
ケアマネ	care manager
コッパ	coppa
コヒーレント	coherent
コングレス	congress
コンシャス	conscious
コンデ	Conde
コントレックス	Contrex
コンピレーション	compilation
コーキング	caulking
ゴレン	goreng
ゴーディマー	Gordimer
サイリスター	thyristor
サウスカロライナ	South Carolina
サブトラクション	subtraction
サロ	Salo
サンドバッグ	sandbag
サーパス	surpass
ザッツ	Satz
シネコン	cinema complex
シベリアン	Siberian
シャノン	Shannon
シャルパンティエ	Charpentier
シュタウフェンベルク	Stauffenberg
シュトゥルム	Sturm
ショッカー	shocker
シーム	seam
ジオキサン	dioxane
ジュネ	Genet
ジューコフ	Zhukov
ジーター	Jeter
スイッチバック	switchback
スカルラッティ	Scarlatti
ストレプトマイシン	streptomycin
ストーリーテリング	storytelling
スパニエル	spaniel
スピカ	spica
スレード	Slade
セレクチン	selectin
ソネット	sonnet
ソロン	Solon
ゾーニング	zoning
タウリン	taurine
タスマニア	Tasmania
タッセル	tassel
ターゲッティング	targeting
ダイク	Dyck
ダイナスティ	dynasty
ダイモン	daimon
ダルエスサラーム	Dar es Salaam
ダーウィニズム	Darwinism
チェアマン	chairman
チェルヌイシェフスキー	Chernyshevskii
チム	chim
チモシー	timothy
ティンパニ	timpani
テイン	theine
テロル	Terror
ディッキー	Dicky
デフレーション	deflation
デュラハン	Dullahan
デュレーション	duration
デントン	Denton
トア	tor
トゥーム	tomb
トラコーマ	trachoma
トランスフォーム	transform
トレパン	training pants
ドゥオーモ	Duomo
ドーラン	Dohran
ナジャフ	Najaf
ナホトカ	Nakhodka
ナルシス	Narcisse
ニトラゼパム	Nitrazepam
ネイピア	Napier
ネモ	Nemo
ノベルティー	novelty
ハイラム	Hiram
ハッシュ	hash
ハバード	Hubbard
バラハ	Baraja
バンコマイシン	Vancomycin
バンドネオン	bandoneon
バーカー	barker
バーサ	Vassa
パイント	pint
パウ	Pau
パガニーニ	Paganini
パライソ	paraiso
パーセク	parsec
ヒッコリー	hickory
ビショフ	Bischof
ビスカヤ	Vizcaya
ビッグローブ	BIGLOBE
ビドック	Vidocq
ビーバー	beaver
ピラニア	piranha
ファブ	fab
フォニックス	phonics
フライス	fraise
フリーウェー	freeway
フレキシビリティー	flexibility
フレーザー	Frazer
フロイライン	Fraulein
フローズン	frozen
ブラッドレー	Bradley
ブラフ	bluff
ブランデンブルク	Brandenburg
ブリム	brim
ブリューゲル	Brueghel
ブリーズ	breeze
ブルネレスキ	Brunelleschi
ブレスラウ	Breslau
プネー	Pune
プラスター	plaster
プリズン	prison
プルタルコス	Plutarchos
ヘディン	Hedin
ヘルダーリン	Holderlin
ベッリンチョーニ	Bellincioni
ペティー	petty
ペプシン	pepsin
ペプチドグリカン	peptidoglycan
ペンドリーノ	Pendolino
ホセア	Hosea
ホムペ	homepage
ホワイ	why
ボアズ	Boas
ボスニアヘルツェゴビナ	Bosna i Hercegovina
ボヤージュ	voyage
ボルツマン	Boltzmann
ボンジュール	bonjour
ポインセチア	poinsettia
ポワチエ	Poitiers
マイクロメーター	micrometer
マグノリア	magnolia
マネタリズム	monetarism
マラルメ	Mallarme
マルキスト	Marxist
ミッレ	mille
ミンスク	Minsk
モガディシオ	Mogadiscio
モラリスト	moralist
ユリ	Uri
ラビリンス	labyrinth
ラフカディオ	Lafcadio
ラホール	Lahore
ラングレー	Langley
リバーサル	reversal
リビルド	rebuild
リンドバーグ	Lindbergh
ルクレール	Leclerc
ルツェルン	Luzern
ルテイン	Lutein
ルーバン	Leuven
レリア	laelia
ロルフィング	Rolfing
アクチン	actin
アクロス	across
アサド	Asad
アスワン	Aswan
アズーリ	azzurri
アニサキス	Anisakis
アモール	amor
アラニン	alanine
アルカイック	archaique
アルケン	alkene
アルデンテ	al dente
アルム	Alm
アンダーシャツ	undershirt
アンチモン	Antimon
アーニー	Ernie
イグマン	Igman
イサーン	Isan
イシュタル	Ishta
イワーノブナ	Ivanovna
インターラクション	interaction
インターレグ	interreg
インパラ	impala
インフェルノ	inferno
イーガン	Egan
ウィロビー	Willoughby
ウインチ	winch
ウォルトン	Walton
ウラマー	ulama
ウリエル	Uriel
ウルスラ	Ursula
エウリピデス	Euripides
エクソシスト	exorcist
エトナ	Etna
エピクロス	Epikouros
エマージェンシー	emergency
エリシャ	Elisha
エンゲージ	engage
オクタン	octane
オコンネル	O'Connell
オディール	Odile
オブスキュラ	obscura
オーディン	Oden
カズン	cousin
カプリス	caprice
カレッタ	caretta
ガイウス	Gaius
ガモフ	Gamow
ガラクトース	galactose
ガリシア	Galicia
ガート	ghat
キャリントン	Carrington
キューブリック	Kubrick
ギルフォード	Guilford
クスコ	Cuzco
クラッパートン	Clapperton
クリステンセン	Christensen
クレゾール	Kresol
クレッチマー	Kretschmer
クレバー	clever
クロッキー	croquis
クーリエ	courier
グラジオラス	gladiolus
グリコサミノグリカン	glycosaminoglycan
グリンゴッツ	Gringotts
グルテン	gluten
グルーミング	grooming
グレチコ	Grechko
ケラチン	keratin
ケンネル	kennel
コビシント	Covisint
コラール	Choral
コンサートマスター	concertmaster
コンティニュー	continue
コンバーティブル	convertible
コンポーザー	composer
コーンウォール	Cornwall
サイドライン	sideline
サバト	sabado
サルセン	sarsen
サンテグジュペリ	Saint Exupery
サーディン	sardine
シウバ	Silva
シスレー	Sisley
シッピング	shipping
シトリン	citrine
シャモット	chamotte
シルバーナ	Silvana
シーイング	seeing
シーゲル	Siegel
シーヌ	Chine
